long_model,airline,photo_date,uploaded_date,location,uploader,photo_link,download_path,model,variant,purpose
Airbus A320-271N,Wizz Air,Photo date: 2021-05-28,Uploaded: 2021-06-15,"Location: Milano Malpensa - LIMC, Italy",By: paoloz99,cdn.jetphotos.com/400/5/92455_1622579777.jpg,./img/A320/cdn.jetphotos.com-400-5-92455_1622579777.jpg,A320,271N,train
Airbus A320-214,easyJet Europe,Photo date: 2021-05-28,Uploaded: 2021-06-15,"Location: Milano Malpensa - LIMC, Italy",By: paoloz99,cdn.jetphotos.com/400/6/90088_1622579335.jpg,./img/A320/cdn.jetphotos.com-400-6-90088_1622579335.jpg,A320,214,test
Airbus A320-214,easyJet Europe,Photo date: 2021-05-28,Uploaded: 2021-06-15,"Location: Milano Malpensa - LIMC, Italy",By: paoloz99,cdn.jetphotos.com/400/6/92173_1622578835.jpg,./img/A320/cdn.jetphotos.com-400-6-92173_1622578835.jpg,A320,214,train
Airbus A320-214,Loong Air,Photo date: 2021-06-15,Uploaded: 2021-06-15,"Location: Qianjiang Airport-Skyjack - ZUQJ, China",By: ZUCK-ZX,cdn.jetphotos.com/400/6/93307_1623740772.jpg,./img/A320/cdn.jetphotos.com-400-6-93307_1623740772.jpg,A320,214,test
Airbus A320-271N,Spirit Airlines,Photo date: 2021-05-30,Uploaded: 2021-06-15,"Location: San Diego Int'l Airport-Lindbergh Field - KSAN, USA - California",By: Sean Asay,cdn.jetphotos.com/400/6/47516_1622578025.jpg,./img/A320/cdn.jetphotos.com-400-6-47516_1622578025.jpg,A320,271N,train
Airbus A320-232,Wizz Air,Photo date: 2021-05-30,Uploaded: 2021-06-15,"Location: Cologne/Bonn Konrad Adenauer Airport - EDDK, Germany",By: Finnographie,cdn.jetphotos.com/400/6/48483_1622577559.jpg,./img/A320/cdn.jetphotos.com-400-6-48483_1622577559.jpg,A320,232,train
Airbus A320-214,Freebird Airlines,Photo date: 2021-06-01,Uploaded: 2021-06-15,"Location: Katowice-Pyrzowice - EPKT, Poland",By: Justyna Szlendak,cdn.jetphotos.com/400/6/89537_1622577137.jpg,./img/A320/cdn.jetphotos.com-400-6-89537_1622577137.jpg,A320,214,test
Airbus A320-214,easyJet Europe,Photo date: 2021-04-22,Uploaded: 2021-06-15,"Location: Milano Malpensa - LIMC, Italy",By: Simone Previdi,cdn.jetphotos.com/400/5/81775_1622576247.jpg,./img/A320/cdn.jetphotos.com-400-5-81775_1622576247.jpg,A320,214,train
Airbus A320-214,Interjet,Photo date: 2018-03-25,Uploaded: 2021-06-15,"Location: México City Licenciado Benito Juarez Int'l - MMMX, Mexico",By: Ángel García Hdez.,cdn.jetphotos.com/400/6/76553_1622525442.jpg,./img/A320/cdn.jetphotos.com-400-6-76553_1622525442.jpg,A320,214,train
Airbus A320-214,Allegiant Air,Photo date: 2021-06-14,Uploaded: 2021-06-15,"Location: Cincinnati/Northern Kentucky Int'l - KCVG, USA - Kentucky",By: donald e moore,cdn.jetphotos.com/400/5/95508_1623736519.jpg,./img/A320/cdn.jetphotos.com-400-5-95508_1623736519.jpg,A320,214,train
Airbus A320-232,Wizz Air,Photo date: 2021-05-21,Uploaded: 2021-06-15,"Location: Vienna Schwechat - LOWW, Austria",By: Felix Sourek,cdn.jetphotos.com/400/5/80688_1622569268.jpg,./img/A320/cdn.jetphotos.com-400-5-80688_1622569268.jpg,A320,232,train
Airbus A320-214,easyJet Europe,Photo date: 2021-05-31,Uploaded: 2021-06-14,"Location: Toulouse Blagnac - LFBO, France",By: DN280,cdn.jetphotos.com/400/5/65200_1622565784.jpg,./img/A320/cdn.jetphotos.com-400-5-65200_1622565784.jpg,A320,214,train
Airbus A320-232,jetBlue Airways,Photo date: 2021-05-14,Uploaded: 2021-06-14,"Location: Oranjestad Queen Beatrix Int'l Airport - TNCA, Aruba",By: Nito,cdn.jetphotos.com/400/6/60975_1622560305.jpg,./img/A320/cdn.jetphotos.com-400-6-60975_1622560305.jpg,A320,232,train
Airbus A320-214,VietJet Air,Photo date: 2019-06-19,Uploaded: 2021-06-14,"Location: Ho Chi Minh City Tan Son Nhat - VVTS, Vietnam",By: Toanla_SFAP,cdn.jetphotos.com/400/5/55216_1622563530.jpg,./img/A320/cdn.jetphotos.com-400-5-55216_1622563530.jpg,A320,214,validation
Airbus A320-251N,Viva Air Colombia,Photo date: 2021-05-31,Uploaded: 2021-06-14,"Location: Toulouse Blagnac - LFBO, France",By: DN280,cdn.jetphotos.com/400/6/48962_1622562853.jpg,./img/A320/cdn.jetphotos.com-400-6-48962_1622562853.jpg,A320,251N,train
Airbus A320-251N,Sky Airline,Photo date: 2021-05-31,Uploaded: 2021-06-14,"Location: Toulouse Blagnac - LFBO, France",By: DN280,cdn.jetphotos.com/400/5/79172_1622562826.jpg,./img/A320/cdn.jetphotos.com-400-5-79172_1622562826.jpg,A320,251N,validation
Airbus A320-271N,S7 Airlines,Photo date: 2021-06-01,Uploaded: 2021-06-14,"Location: St. Petersburg Pulkovo - ULLI, Russia",By: Dmitrii Ermakov,cdn.jetphotos.com/400/5/61723_1622562328.jpg,./img/A320/cdn.jetphotos.com-400-5-61723_1622562328.jpg,A320,271N,validation
Airbus A320-232,jetBlue Airways,Photo date: 2021-05-14,Uploaded: 2021-06-14,"Location: Oranjestad Queen Beatrix Int'l Airport - TNCA, Aruba",By: Nito,cdn.jetphotos.com/400/5/23021_1622560137.jpg,./img/A320/cdn.jetphotos.com-400-5-23021_1622560137.jpg,A320,232,train
Airbus A320-214,easyJet,Photo date: 2021-05-29,Uploaded: 2021-06-14,"Location: Naples - Capodichino - LIRN, Italy",By: Marcello Montagna spotter_napoli,cdn.jetphotos.com/400/5/21753_1622558792.jpg,./img/A320/cdn.jetphotos.com-400-5-21753_1622558792.jpg,A320,214,train
Airbus A320-271N,S7 Airlines,Photo date: 2021-05-28,Uploaded: 2021-06-14,"Location: Novosibirsk-Tolmachevo - UNNT, Russia",By: Marianna Rychkovskaia,cdn.jetphotos.com/400/5/80704_1622559392.jpg,./img/A320/cdn.jetphotos.com-400-5-80704_1622559392.jpg,A320,271N,train
Airbus A320-271N,VivaAerobus,Photo date: 2021-05-02,Uploaded: 2021-06-14,"Location: Cincinnati/Northern Kentucky Int'l - KCVG, USA - Kentucky",By: Kass Betas,cdn.jetphotos.com/400/5/91135_1622557800.jpg,./img/A320/cdn.jetphotos.com-400-5-91135_1622557800.jpg,A320,271N,validation
Airbus A320-214,Eurowings Europe,Photo date: 2021-06-01,Uploaded: 2021-06-14,"Location: München Franz Josef Strauß - EDDM, Germany",By: Martin Tietz,cdn.jetphotos.com/400/5/45278_1622556669.jpg,./img/A320/cdn.jetphotos.com-400-5-45278_1622556669.jpg,A320,214,train
Airbus A320-251N,China Eastern Airlines,Photo date: 2021-05-01,Uploaded: 2021-06-14,"Location: Shanghai Pudong - ZSPD, China",By: BobH,cdn.jetphotos.com/400/5/91254_1622556372.jpg,./img/A320/cdn.jetphotos.com-400-5-91254_1622556372.jpg,A320,251N,train
Airbus A320-214,Chengdu Airlines,Photo date: 2021-03-29,Uploaded: 2021-06-14,"Location: Chengdu Shuangliu - ZUUU, China",By: baobao723,cdn.jetphotos.com/400/6/94443_1622555509.jpg,./img/A320/cdn.jetphotos.com-400-6-94443_1622555509.jpg,A320,214,validation
Airbus A320-214,Air France,Photo date: 2021-06-01,Uploaded: 2021-06-14,"Location: Nantes Atlantique - LFRS, France",By: Alexandre Raineau,cdn.jetphotos.com/400/6/81337_1622555644.jpg,./img/A320/cdn.jetphotos.com-400-6-81337_1622555644.jpg,A320,214,test
Airbus A320-271N,Lufthansa,Photo date: 2021-05-26,Uploaded: 2021-06-14,"Location: Budapest Liszt Ferenc - LHBP, Hungary",By: DesertWolf,cdn.jetphotos.com/400/5/59063_1622556007.jpg,./img/A320/cdn.jetphotos.com-400-5-59063_1622556007.jpg,A320,271N,train
Airbus A320-271N,Juneyao Airlines,Photo date: 2021-05-22,Uploaded: 2021-06-14,"Location: Shanghai Pudong - ZSPD, China",By: Catone001,cdn.jetphotos.com/400/5/65822_1622554957.jpg,./img/A320/cdn.jetphotos.com-400-5-65822_1622554957.jpg,A320,271N,train
Airbus A320-233,Avianca Central America,Photo date: 2017-11-05,Uploaded: 2021-06-14,"Location: Miami Int'l Airport - KMIA, USA - Florida",By: *DaVe*,cdn.jetphotos.com/400/5/76425_1622553638.jpg,./img/A320/cdn.jetphotos.com-400-5-76425_1622553638.jpg,A320,233,validation
Airbus A320-233,GetJet Airlines,Photo date: 2021-05-21,Uploaded: 2021-06-14,"Location: Faro - LPFR, Portugal",By: Bruno Lazaro,cdn.jetphotos.com/400/5/27210_1622553846.jpg,./img/A320/cdn.jetphotos.com-400-5-27210_1622553846.jpg,A320,233,train
Airbus A320-214,Brussels Airlines,Photo date: 2019-09-16,Uploaded: 2021-06-14,"Location: Venice - Tessera (Marco Polo) - LIPZ, Italy",By: David Bracci - Tuscan Aviation,cdn.jetphotos.com/400/5/73250_1622553449.jpg,./img/A320/cdn.jetphotos.com-400-5-73250_1622553449.jpg,A320,214,train
Airbus A320-214,Peach Aviation,Photo date: 2021-05-31,Uploaded: 2021-06-14,"Location: Tokyo Narita Int'l Airport - RJAA, Japan",By: Daisuke,cdn.jetphotos.com/400/5/92227_1622552919.jpg,./img/A320/cdn.jetphotos.com-400-5-92227_1622552919.jpg,A320,214,test
Airbus A320-214,Batik Air,Photo date: 2021-05-02,Uploaded: 2021-06-14,"Location: Jakarta Halim Perdanakusuma Int'l - WIHH, Indonesia",By: Herison Riwu Kore,cdn.jetphotos.com/400/6/29245_1622552893.jpg,./img/A320/cdn.jetphotos.com-400-6-29245_1622552893.jpg,A320,214,train
Airbus A320-251N,Azul Linhas Aéreas Brasileiras,Photo date: 2021-06-11,Uploaded: 2021-06-14,"Location: Campinas Viracopos Int'l - SBKP, Brazil",By: Felipe Oliveira - oliver_spotting,cdn.jetphotos.com/400/5/15388_1623690330.jpg,./img/A320/cdn.jetphotos.com-400-5-15388_1623690330.jpg,A320,251N,train
Airbus A320-232,British Airways,Photo date: 2021-05-30,Uploaded: 2021-06-14,"Location: Lisbon Humberto Delgado Airport - LPPT, Portugal",By: Aaron Vancoillie,cdn.jetphotos.com/400/5/42137_1622550279.jpg,./img/A320/cdn.jetphotos.com-400-5-42137_1622550279.jpg,A320,232,train
Airbus A320-251N,Azul Linhas Aéreas Brasileiras,Photo date: 2021-06-11,Uploaded: 2021-06-14,"Location: Campinas Viracopos Int'l - SBKP, Brazil",By: Felipe Oliveira - oliver_spotting,cdn.jetphotos.com/400/6/11535_1623688607.jpg,./img/A320/cdn.jetphotos.com-400-6-11535_1623688607.jpg,A320,251N,train
Airbus A320-214,Chongqing Airlines,Photo date: 2021-02-21,Uploaded: 2021-06-14,"Location: Guangzhou Baiyun Airport - ZGGG, China",By: miCHAel TAN,cdn.jetphotos.com/400/6/71604_1622549417.jpg,./img/A320/cdn.jetphotos.com-400-6-71604_1622549417.jpg,A320,214,validation
Airbus A320-233,LATAM Airlines,Photo date: 2021-05-21,Uploaded: 2021-06-14,"Location: Santiago de Chile Arturo Merino Benítez Int'l - SCEL, Chile",By: Carlos Martinez Misle,cdn.jetphotos.com/400/6/50392_1622549171.jpg,./img/A320/cdn.jetphotos.com-400-6-50392_1622549171.jpg,A320,233,train
Airbus A320-251N,Azul Linhas Aéreas Brasileiras,Photo date: 2021-05-31,Uploaded: 2021-06-14,"Location: Manaus Eduardo Gomes - SBEG, Brazil",By: Wiliam Braun,cdn.jetphotos.com/400/5/18405_1622548367.jpg,./img/A320/cdn.jetphotos.com-400-5-18405_1622548367.jpg,A320,251N,train
Airbus A320-251N,Air Seychelles,Photo date: 2021-05-28,Uploaded: 2021-06-14,"Location: Johannesburg O.R. Tambo Int'l - FAOR, South Africa",By: ORTIASpotter,cdn.jetphotos.com/400/5/89716_1622546946.jpg,./img/A320/cdn.jetphotos.com-400-5-89716_1622546946.jpg,A320,251N,train
Airbus A320-232,American Airlines,Photo date: 2021-03-09,Uploaded: 2021-06-14,"Location: Phoenix Sky Harbor Int'l Airport - KPHX, USA - Arizona",By: John Marzo,cdn.jetphotos.com/400/6/15115_1622546195.jpg,./img/A320/cdn.jetphotos.com-400-6-15115_1622546195.jpg,A320,232,test
Airbus A320-214,China Express Airlines,Photo date: 2021-05-16,Uploaded: 2021-06-14,"Location: Chongqing Jiangbei Airport - ZUCK, China",By: AppleFan,cdn.jetphotos.com/400/5/38862_1622543578.jpg,./img/A320/cdn.jetphotos.com-400-5-38862_1622543578.jpg,A320,214,train
Airbus A320-214,Lufthansa,Photo date: 2021-05-30,Uploaded: 2021-06-14,"Location: Hamburg Fuhlsbüttel - EDDH, Germany",By: Boscgnspotter,cdn.jetphotos.com/400/6/62590_1622543680.jpg,./img/A320/cdn.jetphotos.com-400-6-62590_1622543680.jpg,A320,214,validation
Airbus A320-232,Sichuan Airlines,Photo date: 2021-05-16,Uploaded: 2021-06-14,"Location: Chongqing Jiangbei Airport - ZUCK, China",By: AppleFan,cdn.jetphotos.com/400/5/92586_1622543611.jpg,./img/A320/cdn.jetphotos.com-400-5-92586_1622543611.jpg,A320,232,test
Airbus A320-214,Edelweiss Air,Photo date: 2021-05-23,Uploaded: 2021-06-14,"Location: Zurich-Kloten Airport - LSZH, Switzerland",By: Goncalo Guimaraes,cdn.jetphotos.com/400/6/41331_1622543262.jpg,./img/A320/cdn.jetphotos.com-400-6-41331_1622543262.jpg,A320,214,test
Airbus A320-251N,Pegasus Airlines,Photo date: 2021-05-30,Uploaded: 2021-06-14,"Location: Bergamo Orio Al Serio - LIME, Italy",By: Fabio Pozzessere,cdn.jetphotos.com/400/6/10002_1622543225.jpg,./img/A320/cdn.jetphotos.com-400-6-10002_1622543225.jpg,A320,251N,train
Airbus A320-232,China Eastern Airlines,Photo date: 2021-05-29,Uploaded: 2021-06-14,"Location: Yan'an Nanniwan Airport - ZLYA , China",By: SEN BAI,cdn.jetphotos.com/400/6/75882_1622542909.jpg,./img/A320/cdn.jetphotos.com-400-6-75882_1622542909.jpg,A320,232,test
Airbus A320-214,Loong Air,Photo date: 2021-05-15,Uploaded: 2021-06-14,"Location: Enshi Xujiaping Airport - ZHES, China",By: SEN BAI,cdn.jetphotos.com/400/5/14632_1622542800.jpg,./img/A320/cdn.jetphotos.com-400-5-14632_1622542800.jpg,A320,214,test
Airbus A320-232,Wizz Air,Photo date: 2021-05-26,Uploaded: 2021-06-14,"Location: Bergamo Orio Al Serio - LIME, Italy",By: Fabio Pozzessere,cdn.jetphotos.com/400/5/87660_1622542821.jpg,./img/A320/cdn.jetphotos.com-400-5-87660_1622542821.jpg,A320,232,test
Airbus A320-232,Air New Zealand,Photo date: 2021-04-29,Uploaded: 2021-06-14,"Location: Auckland Int'l Airport - NZAA, New Zealand",By: Cameron Matthews,cdn.jetphotos.com/400/6/18481_1622542437.jpg,./img/A320/cdn.jetphotos.com-400-6-18481_1622542437.jpg,A320,232,validation
Airbus A320-271N,Tianjin Airlines,Photo date: 2021-05-28,Uploaded: 2021-06-14,"Location: Xi'an Xianyang - ZLXY, China",By: zhuenxu2003,cdn.jetphotos.com/400/5/68762_1622542128.jpg,./img/A320/cdn.jetphotos.com-400-5-68762_1622542128.jpg,A320,271N,train
Airbus A320-251N,TAP Air Portugal,Photo date: 2021-05-27,Uploaded: 2021-06-14,"Location: Lisbon Humberto Delgado Airport - LPPT, Portugal",By: Aaron Vancoillie,cdn.jetphotos.com/400/5/43657_1622541872.jpg,./img/A320/cdn.jetphotos.com-400-5-43657_1622541872.jpg,A320,251N,train
Airbus A320-271N,Vueling,Photo date: 2021-05-27,Uploaded: 2021-06-14,"Location: Lisbon Humberto Delgado Airport - LPPT, Portugal",By: Aaron Vancoillie,cdn.jetphotos.com/400/6/34678_1622541804.jpg,./img/A320/cdn.jetphotos.com-400-6-34678_1622541804.jpg,A320,271N,train
Airbus A320-232,British Airways,Photo date: 2021-05-28,Uploaded: 2021-06-14,"Location: Oporto Francisco Sá Carneiro Airport - LPPR, Portugal",By: Rui Marques,cdn.jetphotos.com/400/5/67858_1622539398.jpg,./img/A320/cdn.jetphotos.com-400-5-67858_1622539398.jpg,A320,232,train
Airbus A320-251N,Chongqing Airlines,Photo date: 2021-02-03,Uploaded: 2021-06-14,"Location: Guangzhou Baiyun Airport - ZGGG, China",By: Lywings,cdn.jetphotos.com/400/5/27682_1622539290.jpg,./img/A320/cdn.jetphotos.com-400-5-27682_1622539290.jpg,A320,251N,train
Airbus A320-214,Loong Air,Photo date: 2021-05-29,Uploaded: 2021-06-14,"Location: Yan'an Nanniwan Airport - ZLYA , China",By: SEN BAI,cdn.jetphotos.com/400/6/60428_1622539004.jpg,./img/A320/cdn.jetphotos.com-400-6-60428_1622539004.jpg,A320,214,validation
Airbus A320-251N,China Southern Airlines,Photo date: 2021-05-29,Uploaded: 2021-06-14,"Location: Yan'an Nanniwan Airport - ZLYA , China",By: SEN BAI,cdn.jetphotos.com/400/5/44971_1622538298.jpg,./img/A320/cdn.jetphotos.com-400-5-44971_1622538298.jpg,A320,251N,train
Airbus A320-271N,Sichuan Airlines,Photo date: 2021-05-31,Uploaded: 2021-06-14,"Location: Chengdu Shuangliu - ZUUU, China",By: SINO6702,cdn.jetphotos.com/400/5/47134_1622538033.jpg,./img/A320/cdn.jetphotos.com-400-5-47134_1622538033.jpg,A320,271N,train
Airbus A320-271N,Air China,Photo date: 2021-05-31,Uploaded: 2021-06-14,"Location: Chengdu Shuangliu - ZUUU, China",By: SINO6702,cdn.jetphotos.com/400/6/51329_1622537885.jpg,./img/A320/cdn.jetphotos.com-400-6-51329_1622537885.jpg,A320,271N,train
Airbus A320-232,Air New Zealand,Photo date: 2021-04-29,Uploaded: 2021-06-14,"Location: Auckland Int'l Airport - NZAA, New Zealand",By: Cameron Matthews,cdn.jetphotos.com/400/5/68684_1622535965.jpg,./img/A320/cdn.jetphotos.com-400-5-68684_1622535965.jpg,A320,232,train
Airbus A320-232,Scandinavian Airlines (SAS),Photo date: 2016-05-02,Uploaded: 2021-06-14,"Location: Berlin Tegel - EDDT, Germany",By: Ark Smolkowski,cdn.jetphotos.com/400/6/63826_1622534699.jpg,./img/A320/cdn.jetphotos.com-400-6-63826_1622534699.jpg,A320,232,test
Airbus A320-214,SundAir,Photo date: 2019-04-14,Uploaded: 2021-06-14,"Location: Las Palmas/Gran Canaria - GCLP, Spain",By: Alfonso Solis,cdn.jetphotos.com/400/5/24963_1622534279.jpg,./img/A320/cdn.jetphotos.com-400-5-24963_1622534279.jpg,A320,214,validation
Airbus A320-214,Batik Air,Photo date: 2021-05-21,Uploaded: 2021-06-14,"Location: Surakarta Adi Soemarmo Int'l Airport - WAHQ, Indonesia",By: Muhammad Aria Alauddin,cdn.jetphotos.com/400/6/79733_1622533950.jpg,./img/A320/cdn.jetphotos.com-400-6-79733_1622533950.jpg,A320,214,train
Airbus A320-271N,Vueling,Photo date: 2021-05-30,Uploaded: 2021-06-14,"Location: Stockholm Arlanda Airport - ESSA, Sweden",By: Henrik Nilsson,cdn.jetphotos.com/400/6/78430_1622529966.jpg,./img/A320/cdn.jetphotos.com-400-6-78430_1622529966.jpg,A320,271N,train
Airbus A320-232,Bamboo Airways,Photo date: 2020-09-20,Uploaded: 2021-06-14,"Location: Ho Chi Minh City Tan Son Nhat - VVTS, Vietnam",By: Invalid Hot - SFAP,cdn.jetphotos.com/400/6/94358_1622527456.jpg,./img/A320/cdn.jetphotos.com-400-6-94358_1622527456.jpg,A320,232,train
Airbus A320-232,jetBlue Airways,Photo date: 2021-01-23,Uploaded: 2021-06-14,"Location: San Juan Luis Munoz Marin Int'l Airport - TJSJ, Puerto Rico",By: Carlos Vaz,cdn.jetphotos.com/400/5/73871_1622527474.jpg,./img/A320/cdn.jetphotos.com-400-5-73871_1622527474.jpg,A320,232,train
Airbus A320-251N,TAP Air Portugal,Photo date: 2021-05-29,Uploaded: 2021-06-14,"Location: Amsterdam Schiphol Airport - EHAM, Netherlands",By: R. Eikelenboom,cdn.jetphotos.com/400/5/54217_1622527335.jpg,./img/A320/cdn.jetphotos.com-400-5-54217_1622527335.jpg,A320,251N,train
Airbus A320-251N,Sky Airline,Photo date: 2021-05-21,Uploaded: 2021-06-14,"Location: Santiago de Chile Arturo Merino Benítez Int'l - SCEL, Chile",By: Carlos Martinez Misle,cdn.jetphotos.com/400/6/54460_1622525638.jpg,./img/A320/cdn.jetphotos.com-400-6-54460_1622525638.jpg,A320,251N,train
Airbus A320-214,Interjet,Photo date: 2018-03-25,Uploaded: 2021-06-14,"Location: México City Licenciado Benito Juarez Int'l - MMMX, Mexico",By: Ángel García Hdez.,cdn.jetphotos.com/400/6/96671_1622525491.jpg,./img/A320/cdn.jetphotos.com-400-6-96671_1622525491.jpg,A320,214,train
Airbus A320-214,Interjet,Photo date: 2018-03-25,Uploaded: 2021-06-14,"Location: México City Licenciado Benito Juarez Int'l - MMMX, Mexico",By: Ángel García Hdez.,cdn.jetphotos.com/400/6/45566_1622525340.jpg,./img/A320/cdn.jetphotos.com-400-6-45566_1622525340.jpg,A320,214,train
Airbus A320-214,Cambodia Airways,Photo date: 2021-05-07,Uploaded: 2021-06-14,"Location: Tianjin Binhai - ZBTJ, China",By: JetblastAviation,cdn.jetphotos.com/400/5/23308_1622526991.jpg,./img/A320/cdn.jetphotos.com-400-5-23308_1622526991.jpg,A320,214,train
Airbus A320-232,Aegean Airlines,Photo date: 2021-06-14,Uploaded: 2021-06-14,"Location: Düsseldorf Rhein-Ruhr Int'l Airport - EDDL, Germany",By: Korschi,cdn.jetphotos.com/400/5/63459_1623666153.jpg,./img/A320/cdn.jetphotos.com-400-5-63459_1623666153.jpg,A320,232,train
Airbus A320-232,jetBlue Airways,Photo date: 2021-05-06,Uploaded: 2021-06-14,"Location: Hartford/Springfield Bradley Airport - KBDL, USA - Connecticut",By: Stephen J Stein,cdn.jetphotos.com/400/6/39156_1622523966.jpg,./img/A320/cdn.jetphotos.com-400-6-39156_1622523966.jpg,A320,232,train
Airbus A320-271N,Air China,Photo date: 2021-05-29,Uploaded: 2021-06-14,"Location: Beijing Capital - ZBAA, China",By: 1219qiuda,cdn.jetphotos.com/400/6/31011_1622523897.jpg,./img/A320/cdn.jetphotos.com-400-6-31011_1622523897.jpg,A320,271N,test
Airbus A320-214,Brussels Airlines,Photo date: 2018-11-17,Uploaded: 2021-06-14,"Location: Brussels Zaventem Int'l Airport - EBBR, Belgium",By: Thomas Desmet Photography,cdn.jetphotos.com/400/6/98851_1622521099.jpg,./img/A320/cdn.jetphotos.com-400-6-98851_1622521099.jpg,A320,214,train
Airbus A320-233,Avianca Central America,Photo date: 2019-01-15,Uploaded: 2021-06-14,"Location: Medellín Rionegro José María Córdova - SKRG, Colombia",By: Felipe Betancur Montoya,cdn.jetphotos.com/400/6/46064_1622520879.jpg,./img/A320/cdn.jetphotos.com-400-6-46064_1622520879.jpg,A320,233,train
Airbus A320-251N,Uzbekistan Airways,Photo date: 2021-05-29,Uploaded: 2021-06-14,"Location: Almaty Airport - UAAA, Kazakhstan",By: Yerbol Yespol - Kazakhstan Spotting Club,cdn.jetphotos.com/400/5/37048_1622520512.jpg,./img/A320/cdn.jetphotos.com-400-5-37048_1622520512.jpg,A320,251N,train
Airbus A320-232,VivaAerobus,Photo date: 2021-03-13,Uploaded: 2021-06-14,"Location: México City Licenciado Benito Juarez Int'l - MMMX, Mexico",By: Alejandro Zárate Gtz,cdn.jetphotos.com/400/6/15155_1622507887.jpg,./img/A320/cdn.jetphotos.com-400-6-15155_1622507887.jpg,A320,232,test
Airbus A320-232,United Airlines,Photo date: 2021-05-29,Uploaded: 2021-06-14,"Location: México City Licenciado Benito Juarez Int'l - MMMX, Mexico",By: Mauri_0307,cdn.jetphotos.com/400/5/83097_1622509038.jpg,./img/A320/cdn.jetphotos.com-400-5-83097_1622509038.jpg,A320,232,train
Airbus A320-232,United Airlines,Photo date: 2021-05-29,Uploaded: 2021-06-14,"Location: México City Licenciado Benito Juarez Int'l - MMMX, Mexico",By: Mauri_0307,cdn.jetphotos.com/400/6/43195_1622507796.jpg,./img/A320/cdn.jetphotos.com-400-6-43195_1622507796.jpg,A320,232,train
Airbus A320-251N,China Eastern Airlines,Photo date: 2020-12-26,Uploaded: 2021-06-14,"Location: Xiamen Gaoqi - ZSAM, China",By: lihutao,cdn.jetphotos.com/400/5/44893_1622508348.jpg,./img/A320/cdn.jetphotos.com-400-5-44893_1622508348.jpg,A320,251N,train
